seller_id,seller_city,seller_state,supplier_rating,lead_time_days,supplier_status
080102cd0a76b09e0dcf55fcacc60e05,belo horizonte,MG,4.5,5,Preferred
a5a1bfcf728ab0e19182959cf0771ee4,socorro,SP,4.2,7,Preferred
eb5b6204dde3a6e03b5f1bb8479f055b,embu guacu,SP,3.9,12,Standard
1eade46fba20122dc4aefb379f8c636b,sao paulo,SP,4.3,13,Standard
efcd8d2104f1a05d028af7bad20d974b,aracatuba,SP,4.2,10,Standard
cd6efc47efaabf134f8bdb654e10b4f1,rio de janeiro,RJ,4.5,12,Standard
4200ddf1967c5e41e48db62bc6d4b5ac,sao bernardo do campo,SP,4.2,9,Standard
5882820ef11c4c068eea0677a7a879b4,caxias do sul,RS,4.1,3,Preferred
5f57db27027655e6c6a391601daa0258,viana,ES,5.0,12,Standard
5058e8c1e82653974541e83690655b4a,itaquaquecetuba,SP,3.1,4,Preferred
784ba75dd9d20200c4caed3d7a77141a,sao paulo,SP,3.6,11,Standard
714b9a1332840f257b49f476bea4e341,monte alto,SP,3.3,14,Standard
3d621842b2ed28e2b474132480edac3c,sao paulo,SP,3.9,6,Preferred
994f04b3718c2bab35c2adfa8afecd2a,jaguariuna,SP,4.3,12,Standard
1c129092bf23f28a5930387c980c0dfc,sao paulo,SP,4.2,8,Standard
179d859f51292aac5c10806a356f7af9,ribeirao pires,SP,4.3,4,Preferred
a36ac007a4d18f865c8d32c3b2402c2d,barueri,SP,2.6,13,Standard
8f54d64f28a993550aa7943f12572959,ipatinga,MG,3.8,8,Standard
ae8bfdbf1c2a2a2dee92d799db0a31c6,toledo,PR,4.1,6,Preferred
0d85bbda9889ce1f7e63778d24f346eb,uberlandia,MG,4.2,11,Standard
d4a5e99e0dd915df64ba55a7fbd583fd,sao paulo,SP,1.7,7,Preferred
7ecef8194babfec876ca720714327841,campinas,SP,4.2,7,Preferred
9803a40e82e45418ab7fb84091af5231,rio verde,GO,3.1,12,Standard
d9442042130b7fe579d1295f9f4a248f,sao paulo,SP,4.2,12,Standard
0c8380b62e38e8a1e6adbeba7eb9688c,tres coracoes,MG,4.1,13,Standard
3dfd3dc96f7f8598eca74e9ac8a2fa31,sao paulo,SP,4.1,5,Preferred
5011f0d93373a4c5753adf58ca77af8d,santos,SP,3.6,13,Standard
0509040ea3fe50071181bbc359eb7738,belo horizonte,MG,4.5,9,Standard
528bcf6680c36dddf07620bd35b33a6f,sao paulo,SP,4.5,10,Standard
9baf5cb77970f539089d09a38bcec5c3,indaiatuba,SP,4.4,3,Preferred
d5ba419e26d246a0719437cf37d9b46d,sao paulo,SP,3.8,10,Standard
8b2d4ab22f42c5cfc338b846decfda60,fazenda rio grande,PR,4.8,12,Standard
8b2492b7ff4468839593fafeed55bad9,sao goncalo,RJ,3.9,13,Standard
430315b7bb4b6e4b3c978f9dfa9b0558,sao paulo,SP,4.0,5,Preferred
7d456afc660226829370f3173d14520c,mogi das cruzes,SP,4.3,7,Preferred
20d83f3ef0e6925fd74bfd59170babf7,sao paulo,SP,4.4,8,Standard
fffd5413c0700ac820c7069d66d98c89,amparo,SP,3.8,5,Preferred
6481e96574816ead57975da2c0f6d80d,sorocaba,SP,4.4,9,Standard
89f69225956f951295ca4c7fb1266553,vassouras,RJ,4.3,14,Standard
2c2c9832d1bb38c5b0034a3b47d313ee,santa maria,RS,3.0,11,Standard
caa9bc43a9fe8cf9c564ddd8a03cc4a6,jacarei,SP,4.7,9,Standard
3492e68f37fd1df87f4f2f2ea247f445,salto,SP,3.6,2,Preferred
ec8879960bd2221d5c32f8e12f7da711,itatiba,SP,4.3,9,Standard
a8739afb32aaa45e01815ca76f76f54b,sao bernardo do campo,SP,3.4,11,Standard
89bc797e2e29667aa035d4368f9b7f92,sao paulo,SP,3.8,13,Standard
3a734b715d333a2588a3d54a0c9b8746,osasco,SP,4.2,4,Preferred
5721089ba9214e80074f27d5a03fc0eb,sao paulo,SP,5.0,6,Preferred
e9d99831abad74458942f21e16f33f92,sao paulo,SP,3.9,11,Standard
aded58c8142dedc5494a81f948431fab,rio de janeiro,RJ,3.2,9,Standard
ad738d3fcf42655ed15c4960b7b6c601,novo hamburgo,RS,1.0,12,Standard
afa6714acee029b2dfdf357e5579cc03,descalvado,SP,4.1,7,Preferred
6e4a902d1054e4e17aa6eab87fac1c75,sorocaba,SP,4.2,5,Preferred
968268a686aa05d1f529fb07dff08130,sao paulo,SP,3.5,5,Preferred
a49928bcdf77c55c6d6e05e09a9b4ca5,sao paulo,SP,2.9,13,Standard
3a1a1fec38dd360f15fc912e821e169d,sao paulo,SP,4.1,5,Preferred
4736e9d642ef4257cd7622516931eb51,piracicaba,SP,4.2,7,Preferred
b347677812ea483b0f528eaf8cbc09b7,curitiba,PR,4.5,8,Standard
a425f92c199eb576938df686728acd20,curitiba,PR,4.4,14,Standard
0ed6ce5d87fd9c69eaacaeb778d67235,americana,SP,4.4,6,Preferred
c84592044b180dec206770c38603814b,sao paulo,SP,4.2,11,Standard
63ffcb71394dd8ea3872ed9ffda17c74,itaborai,RJ,3.2,9,Standard
f41ce2e25237f9092cd8e6e7516c7a2f,guarulhos,SP,4.2,8,Standard
778323240ce2830d68aab11794e00bfb,sao paulo,SP,4.3,9,Standard
d66c305afaec317ebee552073a674429,ribeirao das neves,MG,4.4,5,Preferred
fc99f99385ae90f66f01733856fb88c9,boituva,SP,1.0,9,Standard
02a2272692e13558373c66db98f05e2e,rio de janeiro,RJ,3.0,14,Standard
26d6bbee02420494d471c9f6436929c0,curitiba,PR,4.7,7,Preferred
cc63f0dd2acba93ffed4fe9f8e0321fa,sao jose do rio preto,SP,4.0,4,Preferred
bd23da7354813347129d751591d1a6e2,sao paulo,SP,4.0,14,Standard
a080fc8a850289b27500f6b49cca2553,sao paulo,SP,4.8,9,Standard
b839e41795b7f3ad94cc2014a52f6796,sao caetano do sul,SP,4.0,14,Standard
b18dc380845b24038cfc48006478f099,diadema,SP,3.9,8,Standard
8a2d12a90e92f012ce5226fc6592b653,curitiba,PR,4.6,11,Standard
3785b653b1b82de85ab47dd139938091,ampere,PR,4.8,6,Preferred
bca9230d3bbb4efa51872bf605a2f1ad,sao paulo,SP,4.0,12,Standard
457fe919b032a3f7dadba6fb92cf7855,paulinia,SP,4.8,5,Preferred
5d3bb11474a06bdc23fb9e89f1164ee0,assis,SP,3.9,2,Preferred
33576ec5412fb5905d876f12f33bfde6,curitiba,PR,4.0,11,Standard
3f8034bfc6b8b4135534975d49f04c63,curitiba,PR,3.1,4,Preferred
5a413ade68e8f8d93071a7f52a64cb9e,sao paulo,SP,4.6,3,Preferred
ac6417315ae5da8f9a38ee11de6f7780,aruja,SP,3.8,9,Standard
fac35d150712afb921ec59ac5f39bb11,bonfinopolis de minas,MG,4.2,9,Standard
2a7dc43cecabf23403078e2188437d1d,sao paulo,SP,4.0,13,Standard
f419677537694f0462a91990df6ca44f,sao bernardo do campo,SP,3.9,6,Preferred
f62d7bb4a613ec758a03342d46b580b2,vicosa,MG,4.4,6,Preferred
bf84056e679dbe9c69929847a40e338f,sao paulo,SP,3.7,12,Standard
a888faf2d1baececa6baf9c3d603ee1f,umuarama,PR,4.1,5,Preferred
2f9b7ce230a057a98a9f5df5893ee36c,barueri,SP,4.5,2,Preferred
aac29b1b99776be73c3049939652091d,uberlandia,MG,3.9,2,Preferred
99002261c568a84cce14d43fcffb43ea,cuiaba,MT,3.8,14,Standard
ce7d1888639e6fb06b2749cbfdac1ff7,baependi,MG,3.9,7,Preferred
ec80e49e69745ab6c14f984bf2149423,limeira,SP,4.1,5,Preferred
3f3486b61f45078d4f31ee5e43d8c5bb,sao paulo,SP,4.3,5,Preferred
5b0cc932433fa5184b5b94bfe6bcc256,ibitinga,SP,2.4,4,Preferred
1690cada046eb7e92c12f98b1f8a8167,sao paulo,SP,4.5,10,Standard
b494891378bd8f4560abe576c52deacd,sao paulo,SP,4.5,4,Preferred
2ba91c7ad80ff88b23b7db823b43c233,itu,SP,3.8,9,Standard
f3295428338a40977a03f555246a70f4,vitoria,ES,3.0,3,Preferred
e8b3a3a38279a82f0e5d006d5e5b7d2c,jussara,PR,3.7,5,Preferred
2b1a40c1daabc6ca280c4b815c101841,divinopolis,MG,3.6,2,Preferred
4dc646b9b9e8e411ef48ba000ea3ac6f,valinhos,SP,2.4,12,Standard
d8c7ba53e7e38711eaef8c2849d6d2e1,floresta,PR,4.5,6,Preferred
3ade81dab5a172b88e1871c28ae05260,sao jose do rio preto,SP,4.1,3,Preferred
8e8a7ce9f2f970dc00e2acf6f6e199f6,sao goncalo,RJ,4.0,12,Standard
9aa388272ee334b6ae07bc73706e254a,muriae,MG,3.9,14,Standard
d180e07dc1e58c31c3f0cd599dc4d945,belo horizonte,MG,3.0,2,Preferred
b5e3e38609125694d2ea2417522a60b7,florianopolis,SC,4.4,2,Preferred
3df020b72d3d44b3af9d110fa3940b65,jales,SP,4.0,3,Preferred
6f892e20a171e98efe17fdb971ff319b,sao paulo,SP,3.7,6,Preferred
ff1e15b778c700abdd4d239b81ac466d,curitiba,PR,4.6,13,Standard
534a01cc6df1e034e05c32028a291fa2,jundiai,SP,4.4,10,Standard
ef990a83bbea832f36ebe81376335aa8,joinville,SC,3.7,7,Preferred
40d54b51e962dbe09cabbcfd33298dee,santo andre,SP,4.0,13,Standard
c33a5c3c983090c8b78a28e65052a20d,criciuma,SC,4.4,5,Preferred
45ba18c210d42734ec52c0c1c574e9ee,sao roque,SP,3.8,4,Preferred
60562ab00b8054280520d390c8c0045c,sao paulo,SP,4.8,9,Standard
c878515173c84a492ebe50d6b493230b,itaipulandia,PR,3.9,4,Preferred
8f2ce03f928b567e3d56181ae20ae952,pirituba,SP,4.1,2,Preferred
47efca563408aae19bb7206c2d969ea9,teresina,PI,4.1,5,Preferred
c510bc1718f0f2961eaa42a23330681a,indaiatuba,SP,4.1,12,Standard
688756f717c462a206ad854c5027a64a,guarulhos,SP,3.8,14,Standard
512d298ac2a96d1931b6bd30aa21f61d,rio de janeiro,RJ,4.2,6,Preferred
9a84ba99f5367fdbd4598363496f1ea2,luziania,GO,3.7,6,Preferred
6179a28a13a726c29b3bf54c070dccab,varginha,MG,3.0,6,Preferred
66e0557ecc2b4dbea057e93f215f68d8,sao paulo,SP,3.9,9,Standard
8cbac7e12637ed9cffa18c7875207478,jaragua do sul,SC,4.2,9,Standard
9906e7aa42a3c067b7c9a564d01c4320,maringa,PR,4.1,13,Standard
788e857f317e53de488d393e65a80f45,sao paulo,SP,4.9,14,Standard
5f3ae9136c875522250f8184f253413a,sao paulo,SP,4.6,5,Preferred
e067ad2c1c0b48758eb1b5228bcf7a68,santos,SP,4.1,10,Standard
3c010235b7345c92f125d14ee232a76b,mandirituba,PR,4.7,2,Preferred
ce248b21cb2adc36282ede306b7660e5,jaragua do sul,SC,4.2,6,Preferred
fb89df7f89fd1b8f03fa2acca1ba7364,foz do iguacu,PR,3.8,6,Preferred
d57e18d5f73c7ccb7f7339b61166898d,sao paulo,SP,4.4,6,Preferred
1dcfa3835714681d4ba4a93bc1e0fd41,birigui,SP,3.9,9,Standard
4bfc7a4a1cf8d4d2121c27422d9e50b5,sao paulo,SP,4.2,10,Standard
be9a160a9011f627c3e121d076c1ec7b,jaragua do sul,SC,3.6,4,Preferred
5a05a16bb50629ee31afab8a6d4c2674,caxias do sul,RS,4.0,10,Standard
08ad4ac1388e4420ca531c3edfc46198,itapevi,SP,2.7,14,Standard
318f287a62ab7ac10b703ac37435a231,sao paulo,SP,3.8,12,Standard
e88165a185134e13fdfc85d4fa654db8,ferraz de  vasconcelos,SP,3.0,9,Standard
e09887ca8c7bf8a4621ce481820414ef,sao paulo,SP,3.0,4,Preferred
939e6227d6964a11a70aa91243e418f2,conselheiro lafaiete,MG,4.2,3,Preferred
3dbbce181edfaa4a597ec858c382d2ec,curitiba,PR,4.4,5,Preferred
d197aa8fbc64087f61984deef05f6227,sao jose dos campos,SP,4.7,14,Standard
739c7d7be81f63812dea0d1b1451c651,campina grande,PB,4.0,13,Standard
75745ef7bc7d4f3ea3380f6f5303f514,brasilia,DF,5.0,3,Preferred
94e93ce877be27a515118dbfd2c2be41,votuporanga,SP,4.0,5,Preferred
dfc5fb7259bb2b599ca565e6e9448f0f,sao bernardo do campo,SP,4.1,6,Preferred
9a1aea68d3efa00862ec88c0768037d0,catanduva,SP,4.4,3,Preferred
96493fab2fbb13a14d0c0e8772eef5c3,sao paulo,SP,4.0,13,Standard
10264f60a8f0a4d2f30810f5c661c673,campinas,SP,5.0,9,Standard
7dc8c42cc750eeafea6c85712ffee9bf,sao paulo,SP,4.2,2,Preferred
3078096983cf766a32a06257648502d1,scao jose do rio pardo,SP,4.2,4,Preferred
f181738b150df1f37cb0bd72e705b193,carapicuiba,SP,4.5,8,Standard
a00824eb9093d40e589b940ec45c4eb0,bofete,SP,4.7,11,Standard
44073f8b7e41514de3b7815dd0237f4f,brasilia,DF,3.7,2,Preferred
62760d278921b5f352461620d68a9cee,salto,SP,3.7,14,Standard
6ddc28b61be28373b4503a1f61cf98a9,sao paulo,SP,4.2,12,Standard
6cf476a4ca74498db55cbccdaa9dcfb6,sao paulo,SP,2.7,3,Preferred
06bb3a2fe5e7b7a845b13e8fb91bd944,belo horizonte,MG,4.6,4,Preferred
c8b3445d737de6befde0c88ede534a5e,sao paulo,SP,4.0,3,Preferred
723cd880edaacdb998898b67c8f9da30,ibitinga,SP,4.2,3,Preferred
0c7533c71df861ec58ad7ff999ed0e8d,valinhos,SP,3.9,13,Standard
5c3460cd3e8a984382ae254e7dd20d9f,sao jose do rio preto,SP,4.7,12,Standard
9c690ceacd5c66731bf443ea810195cb,camanducaia,MG,4.4,7,Preferred
d93844a9c55ba7ce353388bcf849ea56,curitiba,PR,4.3,8,Standard
b55638ad525e906c698fa2ce742c1742,imbituba,SC,4.2,7,Preferred
08f5819815f3d06545011850bd70f0a8,santos,SP,4.7,12,Standard
f44b6f775a2b390380e0e30b5c9d3eee,sao paulo,SP,4.9,7,Preferred
bc302730ea8cf49b5c74f579febb5bbf,campinas,SP,3.8,10,Standard
a1544b9ea0b2390e020537d4daa89049,jundiai,SP,4.1,9,Standard
55f7a3319d80f7fdf078b8f03e6725fe,osasco,SP,3.8,9,Standard
26e2c91ef821e1ff8985f408788fe35b,ibitinga,SP,2.6,7,Preferred
b410bdd36d5db7a65dcd42b7ead933b8,goiania,GO,4.7,6,Preferred
08cdbae123ff67ca4e36d9d641ce0119,uba,MG,2.4,10,Standard
09bad886111255c5b5030314fc7f1a4a,sao paulo,SP,5.0,13,Standard
ec933281fb017b5020d06df29c3f77e8,sao paulo,SP,5.0,3,Preferred
d1c7fa84e48cfa21a0e595167c1c500e,jacutinga,RS,4.3,8,Standard
aaed1309374718fdd995ee4c58c9dfcd,timbo,SC,4.1,7,Preferred
05f51e13da97139648b8125c31e5f51b,belo horizonte,MG,4.1,8,Standard
6a38087bc8ad4f89ff453561005f6dea,anapolis,GO,4.4,13,Standard
28c7d8743fbc8679f484868cc0fcaefb,itaporanga,SP,5.0,5,Preferred
7ade73f1b9b4e965f9009a4c3a7e2c15,bauru,SP,4.8,10,Standard
4ebdc7e6cd6102a022dadc49156d4ea8,sao paulo,SP,3.9,8,Standard
2a61c271b1ac763450d846849783e922,santo andre,SP,3.7,3,Preferred
01c97ebb5cdac52891c0ed1c37ba0012,catanduva,SP,4.1,14,Standard
4559697a8f7e637227c2eeaed843baff,presidente prudente,SP,4.1,5,Preferred
1f867308a0ce13133a4e639ff4de0c02,curitiba,PR,4.6,6,Preferred
6dd7dce75cd55c1ce255dc38d9f0cd46,palhoca,SC,4.0,3,Preferred
28f10b1c5e5abb9d4857745bede6147c,sao paulo,SP,4.0,11,Standard
81a1104df0f08b59c68aa5b03cfe398e,sao jose dos pinhais,PR,4.3,9,Standard
acb6c2ca5c82411c1fdb88d5fd5eb95e,sao paulo,SP,3.8,2,Preferred
3ca08eeb8d5595949fed424bd3677742,curitiba,PR,4.5,4,Preferred
02ecc2a19303f05e59ce133fd923fff7,santo andre,SP,4.6,2,Preferred
9d681c7e12db302cb261e721040dde65,curitiba,PR,4.9,6,Preferred
4c03b9dd4c11ee2cb35c96c49efc9420,campo limpo paulista,SP,4.1,9,Standard
1d4587203296c8f4ad134dc286fa6db0,sao paulo,SP,4.3,8,Standard
e644cbadf7eeb30d0d29f335ce7d52ec,sao paulo,SP,3.7,10,Standard
4e7c18b98d84e05cbae3ff0ff03846c2,jaboticabal,SP,4.2,3,Preferred
30829ded4523ab9224b93bc49a62c95f,parai,RS,3.6,13,Standard
55c96925041a14097b6a7825554f4ad5,sao paulo,SP,3.2,9,Standard
1f1bb1f0859883505541bdd6606193e5,sao paulo,SP,4.3,9,Standard
bba74270a87732727b5a3b4fd9ac1c39,betim,MG,3.8,7,Preferred
8c351ed7c326c62123318f4f3246e906,praia grande,SP,5.0,4,Preferred
a44fb5a447105f8469bdf16bf9159f25,porto alegre,RS,4.1,3,Preferred
23a0ffca143a15b9b5bbdb7d552f626a,sao pedro,SP,3.9,9,Standard
73a63f72308aa20a46f4b1632018f196,curitiba,PR,4.0,7,Preferred
aac51c486b672a9850d59f3e84b1cf88,sao paulo,SP,4.8,5,Preferred
e601b04acf48b4576e73ddca9481f0dc,sao paulo,SP,3.9,6,Preferred
3a4127e1ba7208ea37044c5092aae170,sao paulo,SP,3.5,6,Preferred
817f85dbb65aa3e70831d90fe75cdf89,tiete,SP,4.5,14,Standard
c26a2be5b53b7db6b276280da212a779,nova friburgo,RJ,2.7,10,Standard
bc07d855eac23aab5ac8a120f21d16b2,mogi das cruzes,SP,4.2,14,Standard
7adbd3210a7b3cc2235e225eef33574d,sao paulo,SP,4.7,14,Standard
6bb62a4912377c7bfe7cb17b406bc7e6,jundiai,SP,4.5,10,Standard
f76a3b1349b6df1ee875d1f3fa4340f0,sao paulo,SP,3.4,9,Standard
404e1ba01358af4cd63f679b2c4d1fa1,juiz de fora,MG,5.0,9,Standard
32f1bb9dfa65bc7df5c0d9d95a616be4,sao paulo,SP,3.4,13,Standard
9616352088dcf83a7c06637f4ebf1c80,umuarama,PR,4.2,3,Preferred
76ea5315acb3f5f7ade3cd261faf922a,sao paulo,SP,4.3,4,Preferred
ed4311e67debd72b8610a5347a743087,guarulhos,SP,4.5,9,Standard
9e94fa26a70ede4d26226e918e8706a2,sao carlos,SP,5.0,14,Standard
febab0275244b9a49a623f0bd613ca2f,pedreira,SP,4.3,6,Preferred
78c99c6dff4eeae5be99bf635ed21e3f,marilia,SP,4.3,8,Standard
7357b52d27cbaa90f81a96cbc1279396,lagoa santa,MG,4.3,9,Standard
7d76b645482be4a332374e8223836592,sao paulo,SP,3.9,7,Preferred
18e694e0e48ed6f7aa3f24aade5fd697,varzea paulista,SP,4.6,6,Preferred
5a93f3ab0ef4c84ed5e1b5dbf23978bc,monteiro lobato,SP,4.7,9,Standard
698f5fa55a5f73d0740e9d9a773e8093,rio de janeiro,RJ,4.8,2,Preferred
7238a95bb63ef7e498389fb863b834a1,limeira,SP,4.7,2,Preferred
fc38b5dceee1a730fad8853453437fbd,campinas,SP,4.6,2,Preferred
257e61d3251fb5efb9daadddbc2cf7ca,apucarana,PR,4.8,4,Preferred
655220df33262c7e0c4949a147366f94,diadema,SP,4.2,11,Standard
05730013efda596306417c3b09302475,criciuma,SC,5.0,14,Standard
4324dd16853115efb0fd9d0d131ba6f4,sao jose do rio pardo,SP,4.3,13,Standard
dbd66278cbfe1aa1000f90a217ca4695,sao paulo,SP,4.5,7,Preferred
850913d59ce317156b00f3705f1c3edb,atibaia,SP,3.4,7,Preferred
edc518ba25576a0188a0e8f2c3af186f,guarulhos,SP,3.5,6,Preferred
7c4618c82226628831613e95e9c22f44,sao roque,SP,4.1,14,Standard
c66dccfb3f109511246da627dd5a2498,registro,SP,4.5,14,Standard
334cab711dee080b079fa5779b584783,santo andre,SP,4.9,8,Standard
abcd2cb37d46c2c8fb1bf071c859fc5b,cuiaba,MT,4.2,6,Preferred
503c1de08ae81a2d86f17951b204db55,sao paulo,SP,4.4,3,Preferred
951e8cef368f09bb3f3d03c00ca4702c,ibitinga,SP,4.1,5,Preferred
e81e1f9c3e762e620f3fb60a51499e16,curitibanos,SC,3.8,2,Preferred
e38db885400cd35c71dfd162f2c1dbcf,brasilia,DF,4.5,8,Standard
e96498ed8daaa3e9c23f7a62da76591c,sao paulo,SP,3.9,5,Preferred
5f1dc28029d2c244352a68107ec2b542,sao paulo,SP,4.4,14,Standard
8a9260f2b0340411d6d2a56bcf4f7378,contagem,MG,4.8,5,Preferred
c1d1ebb4745cc43cb6f05e9c8a705c9a,sao paulo,SP,2.3,14,Standard
0a85ebe4e328db81ac9109781205e2f7,jundiai,SP,4.6,5,Preferred
93bef6edaa84956e8e575016449b6351,sao paulo,SP,5.0,4,Preferred
01cf7e3d21494c41fb86034f2e714fa1,francisco beltrao,PR,4.3,9,Standard
3bb548e3cb7f70f28e3f11ee9dce0e59,maringa,PR,4.0,5,Preferred
3d5d0dc7073a299e31fa718ce1bc00b6,rio de janeiro,RJ,4.2,9,Standard
a1bea7061f61f6fdd9a85a6325ba1033,carapicuiba / sao paulo,SP,4.4,10,Standard
9f50216bfd01913736a55a11b55ea842,taubate,SP,4.5,2,Preferred
48fb026ed7455a42f5d3e9390ed5088e,barra mansa,RJ,2.5,5,Preferred
720e6cf846ea7572cbb66b743fb91e6c,mogi das cruzes / sp,SP,5.0,7,Preferred
4342d4b2ba6b161468c63a7e7cfce593,rio de janeiro,RJ,1.2,9,Standard
cea729054f157f5870bdd321a958d994,sao paulo,SP,4.2,7,Preferred
d4e12e7884759a14fa0f5f896c791cae,sao paulo,SP,4.6,13,Standard
9596c870880d900012f2e8e6e30d06d7,varginha,MG,4.0,7,Preferred
1a932caad4f9d804097d7f8e615baed1,sao paulo,SP,3.6,11,Standard
5b664594895aefb418afaee6d40a9a23,petropolis,RJ,3.8,5,Preferred
55d3daac7c404d59e51c2aa2f4dc5a23,sao paulo,SP,3.9,10,Standard
e504a4e2efaa45cbff7e268a2c58c956,sao pedro,SP,3.7,8,Standard
ee27a8f15b1dded4d213a468ba4eb391,goiania,GO,5.0,12,Standard
2089a6d640999f9b9141ac719b2af596,sao carlos,SP,3.7,7,Preferred
0885aaf116795758dfeb5f1032487bcd,ferraz de vasconcelos,SP,4.2,2,Preferred
11bfa66332777660bd0640ee84d47006,ribeirao preto,SP,3.8,3,Preferred
e3a386fc36e22064434e1fa256f6a9fa,engenheiro coelho,SP,4.2,13,Standard
5cbbd5a299cab112b7bf23862255e43e,pinhais,PR,4.4,7,Preferred
960945e1a9535cbc0cd6ddd35fbe7ae8,sao paulo,SP,4.7,12,Standard
602044f2c16190c2c6e45eb35c2e21cb,ibitinga,SP,2.9,2,Preferred
0b35c634521043bf4b47e21547b99ab5,teixeira soares,PR,3.5,12,Standard
888faa8bfb0b159c37de6d898b961c31,braco do norte,SC,3.9,6,Preferred
79565f7d5603b24ddf07ade262547f2f,araraquara,SP,4.0,2,Preferred
29c322e3f09f886f8bacbe91dfbd979e,santa maria,RS,5.0,14,Standard
26af45f5dfd967225a832838aa4e24a3,curitiba,PR,4.2,4,Preferred
9b1f656ca3060f8af17a50d8a024b533,santos,SP,5.0,13,Standard
0743a0239d764b9a0f959a57d07e36ab,sao paulo,SP,4.8,13,Standard
b1b3948701c5c72445495bd161b83a4c,sao paulo,SP,1.7,13,Standard
7a241947449cc45dbfda4f9d0798d9d0,jacutinga,MG,3.6,8,Standard
039e6ad9dae79614493083e241147386,sao paulo,SP,4.0,6,Preferred
8d79c8a04e42d722a75097ce5cbcf2ef,caucaia,CE,4.5,13,Standard
b2ac621f0d0322434d04a12b078b9369,curitiba,PR,4.4,11,Standard
38102b031c2a15e54623d711bfc753d3,mucambo,CE,3.7,2,Preferred
3d4b1ae7539303b5704493798893e82c,sao paulo,SP,4.7,2,Preferred
de9727ca376d1be6ec121b110aa7954c,sarandi,PR,3.8,9,Standard
b39d7fe263ef469605dbb32608aee0af,ibitinga,SP,3.7,12,Standard
2d22fc3089eb907b29ebff50581fb472,macae,RJ,3.7,14,Standard
1c742ac33582852aaf3bcfbf5893abcf,belo horizonte,MG,5.0,10,Standard
49067458c68f7701fd334ce326accbe0,juiz de fora,MG,3.4,8,Standard
717b78b0950b51ed00b1471d858b0edc,alambari,SP,4.0,14,Standard
e883aa812c37a7413226856f4579fe91,itapevi,SP,3.9,4,Preferred
7b7ed56ae755e2880f2b69632e839c1e,goiania,GO,4.2,13,Standard
596849622429351f47b32e6cae1055ff,mogi das cruses,SP,4.1,7,Preferred
3969863bb8af7f72580b3b1ffd3a17b3,sao paulo,SP,4.1,4,Preferred
54aa8463e87776b5612f4bdc4bd5d4de,belo horizonte,MG,3.9,11,Standard
28a26ebce31d5918b181ede016fd693b,belo horizonte,MG,5.0,5,Preferred
bbf9ad41dca6603e614efcdad7aab8c4,fortaleza,CE,4.5,13,Standard
ec4608a1f76453166bb312b2968aeaf4,porto ferreira,SP,2.7,5,Preferred
710e3548e02bc1d2831dfc4f1b5b14d4,rolandia,PR,3.4,4,Preferred
4ba52dfeba874da5b9ee7b17c7494f04,mogi das cruzes,SP,4.4,11,Standard
1dfe5347016252a7884b694d4f10f5c4,ibitinga,SP,3.3,7,Preferred
c113b8df1fc375bc3d73d29c1b1144d1,sao paulo,SP,4.2,6,Preferred
53d00c40e32aeb924a84ce72b1af869d,ibitinga,SP,4.4,12,Standard
28ea411b354f14b1a494be4e79f0ce02,sao paulo,SP,4.7,10,Standard
835f0f7810c76831d6c7d24c7a646d4d,sao paulo,SP,3.1,10,Standard
1996942dc085d7773ba77a529b163cd0,pradopolis,SP,3.9,4,Preferred
3340ef1913fb70d28420f6ceb685c339,maringa,PR,4.4,14,Standard
01fd077212124329bac32490e8ef80d9,ribeirao preto / sao paulo,SP,4.3,10,Standard
1464afc72f696af775557a821c2e253f,nova friburgo,RJ,4.1,14,Standard
45213867cefbf2cd4c6177e10216a951,araras,SP,3.9,13,Standard
52562a9f449c3dc3d53f5f5b9ed74903,parnamirim,RN,4.8,4,Preferred
0ad80de75c811326389cfb1daba7d45e,rio de janeiro,RJ,5.0,5,Preferred
30a81d8cf85fb2ada1b1b094c9583a95,sao paulo,SP,4.8,2,Preferred
af4a0e4cfe1d9c26b6712b1be25a72e5,mateus leme,MG,3.5,6,Preferred
0aea4c6ae1505b3228ddf3dd7822ee5b,sorocaba,SP,4.1,13,Standard
cb3dd9ce66268c7a3ca7241ac70ab58c,sao paulo,SP,4.2,10,Standard
f5403d3f50089112c4eed37928b7f622,fernandopolis,SP,1.0,3,Preferred
ba6ce6de456f6c11d08c17701ba5c26f,sorocaba,SP,3.7,5,Preferred
985c92cc412091f8529c12d7f23d3fef,sao joao del rei,MG,4.8,11,Standard
f4ce8ca9fa7157e3b33f536ac9a4487d,penapolis,SP,4.8,3,Preferred
ad97a199236354e53fcd91a5a913e9a2,brusque,SC,4.5,9,Standard
bb2afe2061d53c6968aa0cffa233a8ec,sao paulo,SP,4.8,10,Standard
c847e075301870dd144a116762eaff9a,uberaba,MG,4.0,4,Preferred
6f83d9e4da896daae20b9b6b2d3ff8d2,pinhalao,PR,4.4,14,Standard
21c62b998a043ebe31161d38f84929fc,fortaleza,CE,4.5,10,Standard
7ff588a03c2aeae4fbd23f9ae64b760d,guarulhos,SP,4.6,7,Preferred
65febd49fd28ec955651299159b1f527,sao paulo,SP,4.1,7,Preferred
8fb67a334bacec338885b4e9e1708073,toledo,PR,5.0,8,Standard
7c1fea10b5b006671d608b1d7c446ec4,boituva,SP,4.0,13,Standard
beadbee30901a7f61d031b6b686095ad,guarulhos,SP,3.9,6,Preferred
